name;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;min_income;area
湄南河畔的宁静公寓,Zhang,Bangkok Noi,13.75429,100.4674,Entire home/apt,850.0,3.0,3.0,20.0,71.0,2550.0,West Bangkok;;;;;;;;;;;;
Lumpini Ville Sukhumvit77 (Onnuch),ทวีสิงห์,Suanluang,13.71131,100.60458,Private room,650.0,5.0,1.0,10.0,359.0,3250.0,South Bangkok;;;;;;;;;;;;
曼谷市中心一卧室/靠近BTS Suraka 800米,Hana,Sathon,13.70946,100.51956,Entire home/apt,1100.0,1.0,3.0,29.0,356.0,1100.0,South Bangkok;;;;;;;;;;;;
12F·Amazing pool and Gym Rama9 MRT 5mins,Susan,Ratchathewi,13.75494,100.56217,Entire home/apt,1399.0,7.0,0.0,18.0,354.0,9793.0,Central Bangkok;;;;;;;;;;;;
Group room in Bangkok Ratchada mrt cultural center,Wang,Din Daeng,13.76143,100.55437,Private room,4000.0,1.0,0.0,8.0,361.0,4000.0,Central Bangkok;;;;;;;;;;;;
ลานกางเต้นท์,อัจฉรา,Bang Khae,13.72573,100.41979,Private room,550.0,1.0,0.0,3.0,365.0,550.0,West Bangkok;;;;;;;;;;;;
กระต๊อบวิวสระว่ายน้ำ,อัจฉรา,Bang Khae,13.72655,100.42159,Private room,1500.0,1.0,0.0,3.0,365.0,1500.0,West Bangkok;;;;;;;;;;;;
R207/Great Area/Near New Train Night Market,Chieanchai,Din Daeng,13.77338,100.57156,Entire home/apt,850.0,2.0,1.0,22.0,328.0,1700.0,Central Bangkok;;;;;;;;;;;;
Lovely 1 bedroom ensuite with a patio(City Center),Kate,Sathon,13.71614,100.51761,Private room,690.0,2.0,2.0,9.0,356.0,1380.0,South Bangkok;;;;;;;;;;;;
配置游泳池和健身房的温馨公寓,流水,Pra Wet,13.7162908,100.6541298,Shared room,447.0,1.0,0.0,1.0,86.0,447.0,Central Bangkok;;;;;;;;;;;;
New！ On Nut's tallest/2br loft/ pool/gym/BTS 300m,Curry,Khlong Toei,13.7089559,100.5985424,Entire home/apt,4286.0,1.0,3.0,228.0,353.0,4286.0,Central Bangkok;;;;;;;;;;;;
25Amazing pool and Gym Rama9 MRT 5mis,Vicky,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1785.0,4.0,0.0,14.0,322.0,7140.0,Central Bangkok;;;;;;;;;;;;
Cozy6 Living in Bangkok 60m to MRT near chatuchank,Aegkawut,Bang Sue,13.83146,100.52436,Entire home/apt,927.0,1.0,2.0,3.0,359.0,927.0,North Bangkok;;;;;;;;;;;;
Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,Curry,Phra Khanong,13.7015654,100.6032929,Entire home/apt,1714.0,1.0,0.0,228.0,352.0,1714.0,South Bangkok;;;;;;;;;;;;
5 mins to ICON SIAM near BTS with local life,Keang,Thon buri,13.716705229438723,100.4768107425766,Private room,656.0,2.0,0.0,3.0,65.0,1312.0,West Bangkok;;;;;;;;;;;;
曼谷市中心酒店式公寓/近BTS，毗邻曼谷河滨！美食街 帕蓬夜市14分钟可达/WIFI/游泳池免费,MeetU,Sathon,13.71102688866992,100.5198909,Entire home/apt,1091.0,1.0,1.0,6.0,340.0,1091.0,South Bangkok;;;;;;;;;;;;
* 2 Min Walk BTS Onnut * Wifi* Washing Machine,Som,Phra Khanong,13.70372,100.60325,Entire home/apt,1599.0,2.0,1.0,15.0,90.0,3198.0,South Bangkok;;;;;;;;;;;;
Home stay for group or family (6P) nearby Airport,Suphanya,Lat Krabang,13.75161,100.74036,Shared room,1623.0,1.0,0.0,1.0,365.0,1623.0,East Bangkok;;;;;;;;;;;;
Luxury high rise condo/rooftop pool 2BR near BTS,Parichat,Khlong Toei,13.72679,100.56847,Entire home/apt,3082.0,7.0,1.0,1.0,72.0,21574.0,Central Bangkok;;;;;;;;;;;;
Lovely Twin Bed with Living room & Kitchen Unit,Darisa,Vadhana,13.73497,100.58446,Private room,3000.0,1.0,0.0,11.0,365.0,3000.0,Central Bangkok;;;;;;;;;;;;
Family Suite: Cozy Home-feels Guest house Room,Nathanit,Taling Chan,13.786949122126886,100.4607831314206,Private room,1200.0,2.0,1.0,2.0,162.0,2400.0,West Bangkok;;;;;;;;;;;;
Be your home,Jr Jimina,Don Mueang,13.9266,100.59356,Private room,1099.0,1.0,0.0,3.0,365.0,1099.0,North Bangkok;;;;;;;;;;;;
Khaosan DD Bangkok',Natha,Phra Nakhon,13.75871,100.49771,Private room,1004.0,1.0,6.0,18.0,342.0,1004.0,Central Bangkok;;;;;;;;;;;;
New 1 Bedroom condo easy access to BTS Thonglor,Cindy,Khlong Toei,13.716042920356127,100.57491544418026,Entire home/apt,850.0,16.0,1.0,18.0,320.0,13600.0,Central Bangkok;;;;;;;;;;;;
Pleasant Studio - Bangkok City Center - WIFI/GYM,Alexandre Vincent Pierre,Lak Si,13.87163,100.55904,Entire home/apt,1090.0,1.0,4.0,9.0,180.0,1090.0,North Bangkok;;;;;;;;;;;;
Studio 106/10mins to MRT/near New Night Market,Chieanchai,Din Daeng,13.77224,100.57239,Entire home/apt,650.0,2.0,4.0,22.0,347.0,1300.0,Central Bangkok;;;;;;;;;;;;
Khaosan DD Bangkok City,Natha,Phra Nakhon,13.75977,100.49769,Private room,1004.0,1.0,6.0,18.0,363.0,1004.0,Central Bangkok;;;;;;;;;;;;
Life@ Ladprao 18,Nadtatida,Chatu Chak,13.807257904929624,100.57011432945728,Private room,1250.0,15.0,0.0,2.0,303.0,18750.0,North Bangkok;;;;;;;;;;;;
Studio Bangkok City Center - Chatuchak - WIFI/BTS,Alexandre Vincent Pierre,Din Daeng,13.77515,100.56592,Entire home/apt,1090.0,1.0,5.0,9.0,179.0,1090.0,Central Bangkok;;;;;;;;;;;;
Home 244 square meter Soi on nut 39,Choon,Suanluang,13.7162939906924,100.63740846191328,Entire home/apt,3000.0,1.0,0.0,1.0,365.0,3000.0,South Bangkok;;;;;;;;;;;;
Life@Ratchada (Ladprao36),Nadtatida,Chatu Chak,13.8025,100.57658,Private room,1000.0,10.0,0.0,2.0,365.0,10000.0,North Bangkok;;;;;;;;;;;;
CBD Home office/sky swimming pool/2BR/monthly flat,JSHome Luxury,Khlong Toei,13.72551,100.56391,Entire home/apt,3543.0,5.0,0.0,22.0,334.0,17715.0,Central Bangkok;;;;;;;;;;;;
Lovely 1 bedroom with outdoor pool,Jaenna Chattisorn,Phasi Charoen,13.71919,100.45796,Entire home/apt,1286.0,1.0,0.0,1.0,365.0,1286.0,West Bangkok;;;;;;;;;;;;
บ้านสุขุมวิท38,Nick,Khlong Toei,13.7185743,100.5794276,Private room,800.0,1.0,0.0,1.0,324.0,800.0,Central Bangkok;;;;;;;;;;;;
chokchai4,WilaWan,Lat Phrao,13.81539,100.59387,Entire home/apt,2443.0,1.0,3.0,1.0,178.0,2443.0,East Bangkok;;;;;;;;;;;;
Cozy apartment in the center of Bangkok,Мария,Vadhana,13.73633,100.56813,Entire home/apt,1408.0,3.0,5.0,1.0,222.0,4224.0,Central Bangkok;;;;;;;;;;;;
Khaosan DD Superior BKK,Natha,Phra Nakhon,13.75965,100.49667,Private room,1133.0,1.0,6.0,18.0,363.0,1133.0,Central Bangkok;;;;;;;;;;;;
Premium Suite! Near Surasak BTS/Swimming Pool&GYM,Kevin,Yan na wa,13.7053432,100.5316659,Entire home/apt,1057.0,1.0,9.0,2.0,84.0,1057.0,South Bangkok;;;;;;;;;;;;
2BR-BTS Ekamai-100inch projector-Infinity Pool Gym,Kk,Khlong Toei,13.71787,100.58407,Entire home/apt,3676.0,1.0,21.0,4.0,323.0,3676.0,Central Bangkok;;;;;;;;;;;;
23F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Weeraya,Vadhana,13.74315,100.55751,Entire home/apt,2198.0,2.0,3.0,35.0,57.0,4396.0,Central Bangkok;;;;;;;;;;;;
Nana BTS Spacious 1BR W/Balcony Asok Terminal 21,Ken-Bambu,Khlong Toei,13.739965964006494,100.55282084998764,Entire home/apt,1850.0,2.0,2.0,48.0,160.0,3700.0,Central Bangkok;;;;;;;;;;;;
40F!Perfect location# Pool#Gym@Sukhumvit 24(1209),Mike,Khlong Toei,13.72347,100.56594,Entire home/apt,2537.0,2.0,6.0,49.0,65.0,5074.0,Central Bangkok;;;;;;;;;;;;
Weekly! 38F! Luxury#Pool&Gym@Sukhumvit 24(1196),Mike,Khlong Toei,13.7238,100.56576,Entire home/apt,2195.0,2.0,4.0,49.0,77.0,4390.0,Central Bangkok;;;;;;;;;;;;
gray house,Nungnuch,Bangkok Noi,13.756625761149262,100.47183819115162,Private room,500.0,1.0,4.0,2.0,338.0,500.0,West Bangkok;;;;;;;;;;;;
Prince Palace Hotel-SHA E  Plus by LookBookHoliday,LookBook,Pom Prap Sattru Phai,13.75268,100.51557,Private room,2770.0,1.0,0.0,2.0,365.0,2770.0,Central Bangkok;;;;;;;;;;;;
Beige Poshtels + Netflix by LookBookHoliday,LookBook,Don Mueang,13.91109,100.57265,Private room,2078.0,1.0,0.0,2.0,365.0,2078.0,North Bangkok;;;;;;;;;;;;
Local生活便利·高层池景房·市区•BTS@ONNUT•可做饭•近莲花超市夜市B#632,Panda,Vadhana,13.71624,100.59069,Entire home/apt,974.0,1.0,2.0,48.0,358.0,974.0,Central Bangkok;;;;;;;;;;;;
Cozy 1 BR Asok +Sky pool/5 mins BTS/MRT,Jay,Vadhana,13.73728,100.56384,Entire home/apt,1489.0,2.0,4.0,7.0,330.0,2978.0,Central Bangkok;;;;;;;;;;;;
Cosy Flat at Sathorn BTS w/ Breakfast,Gilles,Sathon,13.71999,100.52754,Entire home/apt,3315.0,2.0,0.0,34.0,361.0,6630.0,South Bangkok;;;;;;;;;;;;
1 Bedroom Loft Amazing location & facilities. #3,Leeloo,Huai Khwang,13.74433,100.58614,Entire home/apt,2222.0,5.0,1.0,8.0,365.0,11110.0,Central Bangkok;;;;;;;;;;;;
The editor สะพานควาย,Patcharaprapa,Phaya Thai,13.79389125599428,100.54845842636897,Entire home/apt,2500.0,5.0,0.0,1.0,87.0,12500.0,Central Bangkok;;;;;;;;;;;;
Lovely 2-Bedroom Condo in near Wat Prakeaw,Sue,Bang Phlat,13.78144,100.47529,Entire home/apt,2500.0,3.0,0.0,6.0,212.0,7500.0,West Bangkok;;;;;;;;;;;;
Cushy urban apartment near BTS w/ breakfast,Gilles,Sathon,13.72111,100.5294,Private room,3740.0,2.0,0.0,34.0,361.0,7480.0,South Bangkok;;;;;;;;;;;;
SO Bright : A convenient room in Sathorn,Bank,Bang Rak,13.72569,100.52176,Private room,950.0,1.0,0.0,19.0,362.0,950.0,Central Bangkok;;;;;;;;;;;;
1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /WIFI,Curry,Sathon,13.70959,100.51903,Entire home/apt,1743.0,1.0,4.0,228.0,363.0,1743.0,South Bangkok;;;;;;;;;;;;
26FAmazing pool and Gym Rama9 MRT 5mis,Susan,Ratchathewi,13.75487,100.56416,Entire home/apt,1485.0,7.0,0.0,18.0,298.0,10395.0,Central Bangkok;;;;;;;;;;;;
2BR！New! Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.73613,100.55748,Entire home/apt,4586.0,1.0,2.0,228.0,356.0,4586.0,Central Bangkok;;;;;;;;;;;;
- Hyde Sukhumvit 11 - Glamorous Design - BTS NANA,Terry,Vadhana,13.74347,100.55754,Entire home/apt,1714.0,5.0,0.0,28.0,174.0,8570.0,Central Bangkok;;;;;;;;;;;;
Central & lovely condo on best location,Freya,Ratchathewi,13.7498847,100.5419923,Entire home/apt,3000.0,7.0,2.0,2.0,327.0,21000.0,Central Bangkok;;;;;;;;;;;;
- Hyde Sukhumvit 11 - Modern Design - BTS NANA -,Terry,Vadhana,13.74244,100.55712,Entire home/apt,1760.0,5.0,2.0,28.0,162.0,8800.0,Central Bangkok;;;;;;;;;;;;
sukhumvit 39 Luxury 1 bedroom living room,Sophia,Vadhana,13.738,100.57115,Entire home/apt,1714.0,15.0,1.0,39.0,362.0,25710.0,Central Bangkok;;;;;;;;;;;;
sukhumvit 39 EM shopping mall and gym pool,Sophia,Vadhana,13.73601,100.57212,Entire home/apt,1764.0,15.0,0.0,39.0,360.0,26460.0,Central Bangkok;;;;;;;;;;;;
1BR-BTS Ekamai 300m-Sky Infinity Pool&Gym-Sunshine,Kk,Khlong Toei,13.71702,100.58387,Entire home/apt,2568.0,1.0,14.0,4.0,332.0,2568.0,Central Bangkok;;;;;;;;;;;;
Hyde Sukhumvit 11 - Glamorous Design - BTS NANA,Terry,Vadhana,13.74362,100.55543,Entire home/apt,1700.0,5.0,0.0,28.0,166.0,8500.0,Central Bangkok;;;;;;;;;;;;
2BR-BTS Ekamai 300m-Sky Infinity Pool&Gym-tub,Kk,Khlong Toei,13.71566,100.58381,Entire home/apt,4102.0,1.0,17.0,4.0,346.0,4102.0,Central Bangkok;;;;;;;;;;;;
Condo. for GROUP of 6 guests next toMRT&Chinatown,K,Pom Prap Sattru Phai,13.74264,100.5096,Entire home/apt,3668.0,1.0,1.0,89.0,357.0,3668.0,Central Bangkok;;;;;;;;;;;;
Private Family Dorm @ 168 Hostel,Norman,Parthum Wan,13.74555,100.52242,Private room,4494.0,1.0,0.0,5.0,318.0,4494.0,Central Bangkok;;;;;;;;;;;;
MRT QueenSirikit LoftEntireHome & Office &HBDParty,Ple,Khlong Toei,13.7190298,100.562598,Entire home/apt,3269.0,1.0,5.0,1.0,345.0,3269.0,Central Bangkok;;;;;;;;;;;;
Bangkok Cheesy room by The Locals - (newly opened),The Locals,Phra Nakhon,13.75896,100.49238,Entire home/apt,1223.0,1.0,15.0,10.0,300.0,1223.0,Central Bangkok;;;;;;;;;;;;
Bangkok Cheesy room by The Locals - (newly opened),The Locals,Phra Nakhon,13.760595396572558,100.49236718888552,Entire home/apt,1322.0,1.0,13.0,10.0,312.0,1322.0,Central Bangkok;;;;;;;;;;;;
Bangkok The locals - Ideal room for family/friends,The Locals,Phra Nakhon,13.760730868208272,100.49220625634464,Entire home/apt,1537.0,1.0,15.0,10.0,302.0,1537.0,Central Bangkok;;;;;;;;;;;;
New!Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.7356367,100.5577985,Entire home/apt,3429.0,1.0,3.0,228.0,360.0,3429.0,Central Bangkok;;;;;;;;;;;;
C3#silom/BTS surasak/市中心/温馨公寓/大床房/免费泳池+健身房,Shin,Sathon,13.70993,100.52099,Entire home/apt,979.0,1.0,4.0,21.0,39.0,979.0,South Bangkok;;;;;;;;;;;;
Sathorn Bridge Tower. Close to BTS Krungthon,ทวีสิงห์,Khlong San,13.71985,100.50483,Private room,650.0,5.0,0.0,10.0,354.0,3250.0,West Bangkok;;;;;;;;;;;;
25F Luxury sky pool and Gym Rama9 MRT 5mis,Susan,Ratchathewi,13.75414,100.56237,Entire home/apt,1485.0,4.0,1.0,18.0,323.0,5940.0,Central Bangkok;;;;;;;;;;;;
Bkk/BTS Surasak/温馨公寓1/免费泳池/健身房/WIFI/免费停车,Hoha,Sathon,13.70896,100.51999,Entire home/apt,1326.0,1.0,5.0,7.0,340.0,1326.0,South Bangkok;;;;;;;;;;;;
Rooftop Pool Gym Sukhumvit  BTS River view BKK,Phicha,Vadhana,13.71124,100.602,Entire home/apt,1564.0,1.0,2.0,1.0,170.0,1564.0,Central Bangkok;;;;;;;;;;;;
Lovely 3 bedroom unit in the center of Bangkok,Charlotte,Vadhana,13.74246,100.56898,Entire home/apt,3014.0,3.0,0.0,1.0,180.0,9042.0,Central Bangkok;;;;;;;;;;;;
2 bedroom townhome 2-4 car park with big kitchen,Panarin,Rat Burana,13.664543029749623,100.4919534176588,Entire home/apt,4250.0,1.0,0.0,1.0,365.0,4250.0,South Bangkok;;;;;;;;;;;;
8Amazing pool and Gym Rama9 MRT 5mis,Susan,Ratchathewi,13.7553,100.56408,Entire home/apt,2914.0,1.0,4.0,18.0,320.0,2914.0,Central Bangkok;;;;;;;;;;;;
Breathtaking River View 5min walk-train cozy room,Alex,Bang Rak,13.72382,100.52426,Entire home/apt,3683.0,2.0,8.0,3.0,306.0,7366.0,Central Bangkok;;;;;;;;;;;;
Best Suite Bella B (Double Bed+Kitchen),Bella B,Khlong San,13.720963422774062,100.50665174712726,Private room,3000.0,1.0,0.0,2.0,365.0,3000.0,West Bangkok;;;;;;;;;;;;
8Amazing pool and Gym Rama9 MRT 5mis,Vicky,Ratchathewi,13.7541882,100.5632693,Entire home/apt,2914.0,1.0,1.0,14.0,315.0,2914.0,Central Bangkok;;;;;;;;;;;;
Lovely condo in Sukhumvit *Mall*Restaurant*Bts,Amélie,Vadhana,13.732962,100.567744,Entire home/apt,2200.0,1.0,2.0,1.0,360.0,2200.0,Central Bangkok;;;;;;;;;;;;
Luxury apartment Soi 11,Baan Occitan,Vadhana,13.74449,100.55229,Entire home/apt,1500.0,7.0,1.0,1.0,354.0,10500.0,Central Bangkok;;;;;;;;;;;;
市中心温馨两卧室/带泳池/健身房,Hana,Sathon,13.71159,100.52097,Entire home/apt,1999.0,1.0,1.0,29.0,337.0,1999.0,South Bangkok;;;;;;;;;;;;
月租两卫大两居78sq中国大使馆MRT2mins拉玛九RAMA9,Ideomobi,Din Daeng,13.76205,100.56402,Entire home/apt,4571.0,1.0,3.0,28.0,361.0,4571.0,Central Bangkok;;;;;;;;;;;;
Studio/monthly/拉玛九中国大使馆月租开间shuttle地铁站phraram9,Ideomobi,Din Daeng,13.7632,100.56125,Entire home/apt,2571.0,1.0,1.0,28.0,365.0,2571.0,Central Bangkok;;;;;;;;;;;;
Luxury stdio28sq/G tower/JoddFairNight/walking1min,Ideomobi,Huai Khwang,13.7557,100.56743,Entire home/apt,1500.0,1.0,3.0,28.0,351.0,1500.0,Central Bangkok;;;;;;;;;;;;
Bed in dormitory 1-min to Khaosan Road but quiet,Waewwan,Phra Nakhon,13.75959,100.49732,Shared room,390.0,1.0,2.0,6.0,362.0,390.0,Central Bangkok;;;;;;;;;;;;
Charming loft style boutique hotel room (Deluxe),Reservation,Lat Krabang,13.753288710174791,100.720546330719,Private room,1600.0,1.0,1.0,3.0,365.0,1600.0,East Bangkok;;;;;;;;;;;;
Bangkok KhlongTan 005｜10min PhromPhong BTS,璿璣,Khlong Toei,13.72626,100.56771,Entire home/apt,1590.0,3.0,1.0,7.0,301.0,4770.0,Central Bangkok;;;;;;;;;;;;
3 Sky Pools! Edgy Suite Next To Aiport Link & MRT,Walker,Ratchathewi,13.754891357696756,100.56345950845947,Private room,1500.0,1.0,5.0,2.0,4.0,1500.0,Central Bangkok;;;;;;;;;;;;
Homestay Experience in Bangkok + My mom's food,Panduangjai,Bangkok Noi,13.77501,100.461,Private room,900.0,1.0,0.0,1.0,360.0,900.0,West Bangkok;;;;;;;;;;;;
!NEW! Ultra Modern Condo-Sky Pool-Terminal 21,Shazzy & Sasan,Vadhana,13.73897,100.56043,Entire home/apt,2983.0,1.0,5.0,1.0,59.0,2983.0,Central Bangkok;;;;;;;;;;;;
Built Artsy Balcony Boutique Hotel Siam 331-3,Mam GalileOasis,Ratchathewi,13.751497613054854,100.52623899629516,Private room,3374.0,1.0,5.0,9.0,353.0,3374.0,Central Bangkok;;;;;;;;;;;;
Private Room in Sukhumvit: BTS Phrom Phong,Apichaya,Vadhana,13.7295101,100.5724472,Private room,690.0,1.0,0.0,7.0,323.0,690.0,Central Bangkok;;;;;;;;;;;;
World Class Studio in CBD Prime Location,Alex,Parthum Wan,13.7467089,100.5440706,Entire home/apt,3450.0,3.0,1.0,3.0,350.0,10350.0,Central Bangkok;;;;;;;;;;;;
Super Deals 20% OFF 1BR - Nana Plaza/City Center,Dave,Vadhana,13.74491,100.55258,Entire home/apt,2013.0,4.0,2.0,14.0,360.0,8052.0,Central Bangkok;;;;;;;;;;;;
12-life asoke hyde-曼谷市中心辉煌区拉玛九1房1厅一厨房一阳台可包月,季,Huai Khwang,13.75386,100.59174,Entire home/apt,1114.0,15.0,0.0,21.0,338.0,16710.0,Central Bangkok;;;;;;;;;;;;
Prime life near Phrom Phong,Pui,Vadhana,13.73634,100.56683,Private room,2500.0,10.0,0.0,5.0,365.0,25000.0,Central Bangkok;;;;;;;;;;;;
-Hyde Sukhumvit 11 -High Floor Stunning View -Nana,Terry,Vadhana,13.74213,100.5574,Entire home/apt,1751.0,5.0,1.0,28.0,163.0,8755.0,Central Bangkok;;;;;;;;;;;;
Perfect Studio - BTS Asok/MRT Sukhumvit/Terminal21,Terry,Khlong Toei,13.7376,100.55875,Entire home/apt,1743.0,5.0,0.0,28.0,162.0,8715.0,Central Bangkok;;;;;;;;;;;;
Chic 2Bedroom Flat @Sathorn w/Breakfast,Gilles,Sathon,13.71987,100.52888,Entire home/apt,3689.0,2.0,0.0,34.0,0.0,7378.0,South Bangkok;;;;;;;;;;;;
2BR in the heart of Sukhumvit Near BTS Nana,Apinya,Vadhana,13.74403,100.55531,Private room,4250.0,1.0,0.0,9.0,57.0,4250.0,Central Bangkok;;;;;;;;;;;;
Stylish Urban Flat @ Sathorn w/Breakfast,Gilles,Sathon,13.71972,100.52743,Entire home/apt,3527.0,2.0,0.0,34.0,361.0,7054.0,South Bangkok;;;;;;;;;;;;
sukhumvit 39 Luxury 1 bedroom living room,Susan,Vadhana,13.7361,100.57284,Entire home/apt,1600.0,15.0,3.0,18.0,352.0,24000.0,Central Bangkok;;;;;;;;;;;;
曼谷市中心loft公寓/近BTS，毗邻曼谷河滨！美食街 帕蓬夜市14分钟可达/WIFI/游泳池免费,MeetU,Sathon,13.70874,100.51987,Entire home/apt,1348.0,1.0,1.0,6.0,350.0,1348.0,South Bangkok;;;;;;;;;;;;
Bkk/BTS Surasak/温馨loft公寓2/免费泳池/健身房/WIFI/免费停车,Hoha,Sathon,13.71592,100.53417,Entire home/apt,1348.0,1.0,2.0,7.0,350.0,1348.0,South Bangkok;;;;;;;;;;;;
Charming loft style boutique hotel room (Family),Reservation,Lat Krabang,13.75231,100.72194,Private room,2000.0,1.0,0.0,3.0,365.0,2000.0,East Bangkok;;;;;;;;;;;;
2 BR condo 700 meters from BTS Phrakanong.,Nuan,Vadhana,13.714741283822514,100.59673062908328,Entire home/apt,1390.0,14.0,0.0,7.0,325.0,19460.0,Central Bangkok;;;;;;;;;;;;
Khaosan Luxury Bangkok,Natha,Phra Nakhon,13.75805,100.49714,Private room,1547.0,1.0,1.0,18.0,364.0,1547.0,Central Bangkok;;;;;;;;;;;;
Khaosan Luxury DD Bangkok,Natha,Phra Nakhon,13.75992,100.49556,Private room,1547.0,1.0,1.0,18.0,363.0,1547.0,Central Bangkok;;;;;;;;;;;;
Luxury Condo(2BHK) Main Street Location,Chawalit,Thon buri,13.73026,100.49411,Entire home/apt,2966.0,2.0,3.0,1.0,331.0,5932.0,West Bangkok;;;;;;;;;;;;
100 sqm-2bed/2bath apartment. 400m. from BTS Nana,Khomsan,Khlong Toei,13.74048,100.55377,Entire home/apt,1750.0,1.0,2.0,4.0,47.0,1750.0,Central Bangkok;;;;;;;;;;;;
Modern Room 300 meter to BTS train Sathorn (2B),Kate,Sathon,13.71307,100.52856,Private room,590.0,1.0,4.0,9.0,338.0,590.0,South Bangkok;;;;;;;;;;;;
Luxury Room Siam Privy Lift&Pool BTS&Airport Link,Wang,Ratchathewi,13.75281,100.53379,Entire home/apt,2036.0,4.0,0.0,8.0,321.0,8144.0,Central Bangkok;;;;;;;;;;;;
-Dazzle Stylish 1BR- Prime Area NANA- Great Pool -,Ludoping,Vadhana,13.74206,100.55627,Entire home/apt,1700.0,5.0,0.0,56.0,164.0,8500.0,Central Bangkok;;;;;;;;;;;;
2BR-Home near Bangson MRT purple line,Panlekha,Bang Sue,13.825923,100.532061,Entire home/apt,1897.0,2.0,1.0,1.0,63.0,3794.0,North Bangkok;;;;;;;;;;;;
Brand new serviced apartment near BTS Saphan Kwai,์ีNualphen,Phaya Thai,13.791606175656446,100.53963334232787,Private room,2800.0,3.0,0.0,1.0,363.0,8400.0,Central Bangkok;;;;;;;;;;;;
Smart Hostel F1/1@ Bangkok,I-OP World,Chatu Chak,13.83449,100.56921,Private room,1200.0,1.0,0.0,2.0,365.0,1200.0,North Bangkok;;;;;;;;;;;;
Tranquil 3-bedroom house / Live like a local,Jack,Chom Thong,13.71226,100.46169,Entire home/apt,2357.0,5.0,2.0,1.0,136.0,11785.0,Outer Western Bangkok;;;;;;;;;;;;
Private Room in Sukhumvit: BTS Phrom Phong,Apichaya,Vadhana,13.7295101,100.5724472,Private room,690.0,1.0,1.0,7.0,316.0,690.0,Central Bangkok;;;;;;;;;;;;
ติดMRTสายสีม่วงเดินไม่กี่ก้าว/สายสีแดง350ม.ติดถนนใหญ่Freewifi,Machita,Bang Sue,13.818774647434868,100.53192369639874,Private room,1500.0,7.0,0.0,1.0,341.0,10500.0,North Bangkok;;;;;;;;;;;;
Poonsuk Place Hotel Room No.301,Poonsukplace,Bangkok Noi,13.74896465164358,100.48370192698368,Private room,900.0,1.0,1.0,7.0,364.0,900.0,West Bangkok;;;;;;;;;;;;
Poonsuk Place Hotel Room No.303,Poonsukplace,Bangkok Noi,13.749028630312832,100.48369882679636,Private room,900.0,1.0,0.0,7.0,365.0,900.0,West Bangkok;;;;;;;;;;;;
Poonsuk Place Hotel Room No. 305,Poonsukplace,Bangkok Noi,13.748962759309126,100.4836948471682,Private room,900.0,1.0,0.0,7.0,364.0,900.0,West Bangkok;;;;;;;;;;;;
Poonsuk Place Hotel Room No.304,Poonsukplace,Bangkok Noi,13.74832,100.48258,Private room,900.0,1.0,1.0,7.0,365.0,900.0,West Bangkok;;;;;;;;;;;;
Lovely 1- Bedroom Condo with pool,Bee,Vadhana,13.73604,100.58066,Entire home/apt,1469.0,5.0,1.0,9.0,356.0,7345.0,Central Bangkok;;;;;;;;;;;;
Thonglor/5minsBTS/Sukhumvit/1BR/Multifunctional,Kathy,Khlong Toei,13.72368,100.57733,Entire home/apt,1643.0,2.0,6.0,6.0,105.0,3286.0,Central Bangkok;;;;;;;;;;;;
Lux Studio Quiet lovely pool/5m BTS/MRT/Nana,Jay,Vadhana,13.74179,100.55598,Private room,1290.0,2.0,5.0,7.0,348.0,2580.0,Central Bangkok;;;;;;;;;;;;
Spacious 2 BR with infinity pool! near Iconsiam,Pannin,Khlong San,13.72051,100.50586,Entire home/apt,2900.0,1.0,2.0,1.0,269.0,2900.0,West Bangkok;;;;;;;;;;;;
Most Amazing Facilities & Great Location. #2,Leeloo,Khlong Toei,13.7287,100.56817,Entire home/apt,3079.0,3.0,1.0,8.0,359.0,9237.0,Central Bangkok;;;;;;;;;;;;
全新·Local生活便利·高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#824,Panda,Vadhana,13.7157,100.5924,Entire home/apt,1555.0,1.0,5.0,48.0,338.0,1555.0,Central Bangkok;;;;;;;;;;;;
全新·Local生活便利·高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#434,Panda,Khlong Toei,13.71387,100.59207,Entire home/apt,1299.0,1.0,2.0,48.0,346.0,1299.0,Central Bangkok;;;;;;;;;;;;
Spacious Standard Studio #ABC48 #Ladphrao,LuxurySuitesAsia,Huai Khwang,13.79415,100.58531,Entire home/apt,1253.0,1.0,0.0,14.0,361.0,1253.0,Central Bangkok;;;;;;;;;;;;
Spacious Deluxe Studio #ABC48 #Ladphrao,LuxurySuitesAsia,Huai Khwang,13.79393,100.58504,Entire home/apt,1286.0,1.0,3.0,14.0,358.0,1286.0,Central Bangkok;;;;;;;;;;;;
